NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT05343871,COMPLETED,COVID-19,BIOLOGICAL: Sinovac|BIOLOGICAL: AZD1222|BIOLOGICAL: BNT162b2,Albert B. Sabin Vaccine Institute,Aga Khan University|Oswaldo Cruz Foundation|Stanford University,ALL,ADULT,PHASE4,2354,OTHER,INTERVENTIONAL,7/5/2022,1/11/2024
NCT05732571,RECRUITING,COVID-19|Respiratory Disease,OTHER: Breathing techniques over 12 sessions / 6 weeks inc yoga,University of Nottingham,,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL,2/10/2023,6/30/2024
NCT05870839,ACTIVE_NOT_RECRUITING,SARS-CoV|SARS-CoV-2,BIOLOGICAL: VXCO-100,"Vaccine Company, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1,121,INDUSTRY,INTERVENTIONAL,5/11/2023,7/31/2024
NCT05548439,ACTIVE_NOT_RECRUITING,COVID-19|Coronavirus Infections,BIOLOGICAL: VBI-2901a,VBI Vaccines Inc.,,ALL,ADULT,PHASE1,103,INDUSTRY,INTERVENTIONAL,10/5/2022,2024-02
NCT05523739,COMPLETED,SARS-CoV-2 Infection,DRUG: STI-1558,Zhejiang ACEA Pharmaceutical Co. Ltd.,,ALL,"ADULT, OLDER_ADULT",PHASE1,79,INDUSTRY,INTERVENTIONAL,9/16/2022,3/29/2023
NCT04512079,COMPLETED,COVID-19|SARS-CoV-2,DRUG: Enoxaparin|DRUG: Apixaban,Valentin Fuster,,ALL,"ADULT, OLDER_ADULT",PHASE4,3460,OTHER,INTERVENTIONAL,9/8/2020,12/30/2022
NCT04497649,UNKNOWN,Covid19,DRUG: Sofosbuvir|DRUG: Daclatasvir,Tanta University,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2|PHASE3,100,OTHER,INTERVENTIONAL,7/1/2020,4/10/2021
NCT04647305,COMPLETED,SARS-CoV-2 Infection,OTHER: Closed face shield with Surgical face mask use|OTHER: Surgical face mask use only,"University of Los Andes, Columbia",United Nations,ALL,"ADULT, OLDER_ADULT",NA,233,OTHER,INTERVENTIONAL,1/16/2021,3/4/2021
NCT04922905,COMPLETED,Covid19,OTHER: NEURO +|OTHER: NEURO -,"University Hospital, Toulouse",,ALL,"ADULT, OLDER_ADULT",NA,99,OTHER,INTERVENTIONAL,4/2/2020,4/2/2021
NCT05656105,RECRUITING,SARS CoV-2 Post-Acute Sequelae,DRUG: DPA-714 PET/MRI,University of Alabama at Birmingham,,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,60,OTHER,INTERVENTIONAL,11/10/2023,6/1/2026
NCT06147063,RECRUITING,COVID-19|SARS-CoV-2 Infection,BIOLOGICAL: AZD9838|BIOLOGICAL: Licensed mRNA vaccine,AstraZeneca,,ALL,ADULT,PHASE1,90,INDUSTRY,INTERVENTIONAL,11/27/2023,4/10/2025
NCT05531149,RECRUITING,Respiratory Infection|Pneumonia|Community-acquired Pneumonia|Acute Respiratory Distress Syndrome|COVID-19|Viral Pneumonia|Bacterial Pneumonia|Fungal Pneumonia,DRUG: Trimodulin|DRUG: Placebo (human albumin 1%),Biotest,,ALL,"ADULT, OLDER_ADULT",PHASE3,390,INDUSTRY,INTERVENTIONAL,12/22/2022,8/31/2025
NCT04904549,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine (monovalent D614) (primary series)|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine (bivalent D614 + B.1.351) (primary series)|BIOLOGICAL: Placebo|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine (monovalent B.1.351) (booster dose) >= 4 months after last vaccination|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine(monovalent D614)(primary series)& SARS-CoV-2 adjuvanted recombinant protein vaccine(monovalent B.1.351)(booster dose)>=4 months after last vaccination,"Sanofi Pasteur, a Sanofi Company",,ALL,"ADULT, OLDER_ADULT",PHASE3,23726,INDUSTRY,INTERVENTIONAL,5/26/2021,1/31/2025
NCT05019963,RECRUITING,Covid19,BEHAVIORAL: NexJ Connected Wellness|OTHER: Usual Care,University of Ottawa,Canadian Institutes of Health Research (CIHR)|Ottawa Hospital Research Institute,ALL,"ADULT, OLDER_ADULT",NA,152,OTHER,INTERVENTIONAL,5/2/2022,2024-09
NCT05354063,ACTIVE_NOT_RECRUITING,SARS-CoV-2,BIOLOGICAL: 20 μg dose of SYS6006|BIOLOGICAL: 30 μg dose of SYS6006|DRUG: Placebo,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1,40,INDUSTRY,INTERVENTIONAL,6/1/2022,10/1/2023
NCT04327349,UNKNOWN,Coronavirus Infections,BIOLOGICAL: Convalescent Plasma,Mazandaran University of Medical Sciences,,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,3/28/2020,9/30/2020
NCT05220605,COMPLETED,COVID-19 Pneumonia|Bromelains Adverse Reaction|Acetylcysteine Adverse Reaction|Mucus; Plug|COVID-19 Acute Respiratory Distress Syndrome,DRUG: BromAc,Mucpharm Pty Ltd,"St George Hospital, Australia|Mobius Medical Pty Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE1,12,INDUSTRY,INTERVENTIONAL,7/27/2022,8/25/2022
NCT04942405,COMPLETED,Covid19,BIOLOGICAL: TURCOVAC|BIOLOGICAL: CoronaVac,Health Institutes of Turkey,,ALL,ADULT,PHASE3,1290,OTHER_GOV,INTERVENTIONAL,6/21/2021,4/27/2023
NCT05956405,RECRUITING,Mental Health Wellness,BEHAVIORAL: AIR + Mindfulness|BEHAVIORAL: Relaxation condition,Hospital Miguel Servet,,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,9/1/2023,3/31/2024
NCT04979949,COMPLETED,COVID-19|Sars-CoV-2 Infection,BIOLOGICAL: CoronaVac|BIOLOGICAL: Turkovac,Health Institutes of Turkey,,ALL,ADULT,PHASE2,222,OTHER_GOV,INTERVENTIONAL,7/12/2021,6/6/2022
NCT04970563,COMPLETED,Infection by SARS-COV-2|Healthy Controls,OTHER: Body odor samples|OTHER: Body odor samples,Hôpital Européen Marseille,,ALL,"ADULT, OLDER_ADULT",NA,160,OTHER,INTERVENTIONAL,6/21/2021,1/14/2022
NCT04739449,WITHDRAWN,SARS-CoV Infection|Covid19,"BEHAVIORAL: Coaching, Cleaning, Communication, Collaboration",University of Michigan,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,INTERVENTIONAL,12/4/2021,2022-03
NCT04951349,COMPLETED,Covid19,DRUG: GX-03|DRUG: Petrolatum ointment,Turn Therapeutics,Gorgas Memorial Institute for Health Studies|Hospital Santo Tomas|Hospital Modular - Covid-19,ALL,"ADULT, OLDER_ADULT",PHASE2,85,INDUSTRY,INTERVENTIONAL,1/21/2021,5/30/2021
NCT04847349,COMPLETED,Covid19,"DIETARY_SUPPLEMENT: OL-1, standard dose|DIETARY_SUPPLEMENT: OL-1, high dose|DIETARY_SUPPLEMENT: Placebo","Rutgers, The State University of New Jersey","Vault Health, Inc.|Danisco USA Inc.",ALL,ADULT,NA,54,OTHER,INTERVENTIONAL,4/13/2021,1/31/2022
NCT05152849,COMPLETED,Post-Acute Sequelae of SARS-CoV-2 (PASC) Infection,DRUG: AXA1125|DRUG: Placebo,"Axcella Health, Inc",,ALL,ADULT,PHASE2,41,INDUSTRY,INTERVENTIONAL,12/15/2021,6/29/2022
NCT04537949,COMPLETED,Covid-19|Protection Against COVID-19,BIOLOGICAL: BNT162b3,BioNTech SE,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,96,INDUSTRY,INTERVENTIONAL,9/9/2020,2/7/2022
NCT05104749,COMPLETED,Post-acute Covid-19 Syndrome,DRUG: Homeopathic Medication|OTHER: Placebo,Southwest College of Naturopathic Medicine,Samueli Institute for Information Biology,ALL,ADULT,PHASE3,77,OTHER,INTERVENTIONAL,9/15/2021,4/22/2022
NCT04969263,COMPLETED,Kidney Transplant Recipients,BIOLOGICAL: mRNA-1273 vaccine (Pfizer/BioNTech)|BIOLOGICAL: mRNA-1273 vaccine (Moderna),National Institute of Allergy and Infectious Diseases (NIAID),PPD,ALL,"ADULT, OLDER_ADULT",PHASE2,81,NIH,INTERVENTIONAL,8/10/2021,3/10/2023
NCT04363749,COMPLETED,Covid19|Neurological Complication,"OTHER: hypoxia : 14.3 and 12.7% FIO2, hypercapnia 7% CO2, inspiratory mechanical constraint",Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,4/27/2020,1/11/2021
NCT05009563,UNKNOWN,Coronavirus Infection,RADIATION: FDG-PET/CT,Semmelweis University Heart and Vascular Center,Semmelweis University Department of Pulmonology|Semmelweis University Medical Imaging Centre,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,1/4/2021,1/4/2022
NCT04342663,COMPLETED,COVID 19|Coronavirus,DRUG: Fluvoxamine|DRUG: Placebo,Washington University School of Medicine,,ALL,"ADULT, OLDER_ADULT",PHASE2,152,OTHER,INTERVENTIONAL,4/10/2020,12/12/2020
NCT04711863,SUSPENDED,Severe Acute Respiratory Syndrome Coronavirus 2|Coronavirus Infection|Mild to Moderate COVID-19,DRUG: Fluvoxamine|DRUG: Placebo,Asan Medical Center,,ALL,"ADULT, OLDER_ADULT",PHASE2,400,OTHER,INTERVENTIONAL,1/16/2021,7/31/2021
NCT04662671,COMPLETED,COVID19,DEVICE: RD-X19,EmitBio Inc.,,ALL,"ADULT, OLDER_ADULT",NA,31,INDUSTRY,INTERVENTIONAL,11/18/2020,1/30/2021
NCT04686539,UNKNOWN,Covid19|CBD,DRUG: CBD|DRUG: Placebo,Sheba Medical Center,,ALL,"ADULT, OLDER_ADULT",PHASE1,50,OTHER_GOV,INTERVENTIONAL,1/20/2021,2022-01
NCT04372979,TERMINATED,COVID-19,DRUG: Transfusion of SARS-CoV-2 Convalescent Plasma.|DRUG: Transfusion of standard Plasma.,Direction Centrale du Service de Santé des Armées,"University Hospital, Grenoble",ALL,"ADULT, OLDER_ADULT",PHASE3,18,OTHER,INTERVENTIONAL,9/14/2020,6/1/2021
NCT05713279,ACTIVE_NOT_RECRUITING,COVID-19,DRUG: SOC,"Chengdu Zenitar Biomedical Technology Co., Ltd",,ALL,"ADULT, OLDER_ADULT",NA,66,INDUSTRY,INTERVENTIONAL,1/19/2023,11/30/2023
NCT04746339,TERMINATED,Covid19|Thrombosis,DRUG: Apixaban 2.5 MG|DRUG: Placebo,Brazilian Clinical Research Institute,Hospital Israelita Albert Einstein|Hospital do Coracao|Hospital Sirio-Libanes|Hospital Moinhos de Vento|Hospital Alemão Oswaldo Cruz|Beneficência Portuguesa de São Paulo|Brazilian Research In Intensive Care Network,ALL,"ADULT, OLDER_ADULT",PHASE4,411,OTHER,INTERVENTIONAL,3/4/2021,5/30/2022
NCT04345679,UNKNOWN,COVID 19,BIOLOGICAL: anti-SARS-CoV-2 convalescent plasma,Orthosera Kft.,Semmelweis University|University of Pecs|Hungarian National Blood Service|Humán Bioplazma Kft - Kedrion,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,20,OTHER,INTERVENTIONAL,4/14/2020,9/1/2021
NCT04779879,COMPLETED,Covid19,BIOLOGICAL: Sotrovimab (Gen1)|BIOLOGICAL: Sotrovimab (Gen2)|BIOLOGICAL: Sotrovimab (Gen2),"Vir Biotechnology, Inc.",GlaxoSmithKline,ALL,"ADULT, OLDER_ADULT",PHASE2,354,INDUSTRY,INTERVENTIONAL,2/18/2021,4/6/2022
NCT04469179,UNKNOWN,COVID-19|SARS-CoV2,BIOLOGICAL: SAB-185|OTHER: Normal Saline,"SAb Biotherapeutics, Inc.","Biomedical Advanced Research and Development Authority|Joint Program Executive Office (JPEO) Chemical, Biological, Radiological, and Nuclear Defense (CBRND) Enabling Biotechnologies (EB)",ALL,ADULT,PHASE1,21,INDUSTRY,INTERVENTIONAL,8/20/2020,2021-11
NCT04623671,COMPLETED,Covid19,BIOLOGICAL: CAP-1002|BIOLOGICAL: Placebo,Capricor Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE2,63,INDUSTRY,INTERVENTIONAL,11/15/2020,2/4/2022
NCT05003479,UNKNOWN,COVID-19,"BIOLOGICAL: SARS-CoV-2 Vaccine (Vero Cells), Inactivated|BIOLOGICAL: Placebo","Shenzhen Kangtai Biological Products Co., LTD","Beijing Minhai Biotechnology Co., Ltd|Hunan Provincial Center for Disease Control and Prevention",ALL,CHILD,PHASE1,84,INDUSTRY,INTERVENTIONAL,2021-08,2022-10
NCT04811339,COMPLETED,Diarrhea|COVID-19,"DRUG: Bismuth Subsalicylate 262 milligram (mg) Oral Tablet, Chewable|OTHER: Placebo oral tablet without BSS",University of Cincinnati,Procter and Gamble,ALL,"ADULT, OLDER_ADULT",PHASE4,60,OTHER,INTERVENTIONAL,10/27/2020,8/15/2021
NCT04552379,COMPLETED,SARS-CoV Infection|Interferon|Covid19,BIOLOGICAL: Peginterferon beta-1a,Pontificia Universidad Catolica de Chile,Telethon Kids Institute,ALL,"ADULT, OLDER_ADULT",PHASE3,1173,OTHER,INTERVENTIONAL,12/1/2020,6/30/2021
NCT04765371,COMPLETED,Coronavirus Infection,DRUG: DEXAMETHASONE|DRUG: PREDNISOLONE,Hôpital NOVO,,ALL,"ADULT, OLDER_ADULT",PHASE3,89,OTHER,INTERVENTIONAL,3/3/2021,5/13/2022
NCT04348071,WITHDRAWN,COVID-19,DRUG: Ruxolitinib,"University of Colorado, Denver",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,0,OTHER,INTERVENTIONAL,2021-07,2021-10
NCT05261139,SUSPENDED,COVID-19,DRUG: nirmatrelvir|DRUG: ritonavir,Pfizer,,ALL,CHILD,PHASE2|PHASE3,160,INDUSTRY,INTERVENTIONAL,3/7/2022,7/3/2027
NCT04668339,TERMINATED,Covid19|SARS-CoV Infection|Corona Virus Infection,"BIOLOGICAL: ARCT-021 single dose priming|BIOLOGICAL: ARCT-021 two lower dose priming|BIOLOGICAL: ARCT-021 two higher dose priming|BIOLOGICAL: Placebo (two doses), priming|BIOLOGICAL: Randomized booster|BIOLOGICAL: Placebo booster","Arcturus Therapeutics, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,581,INDUSTRY,INTERVENTIONAL,1/7/2021,3/1/2022
NCT05668039,RECRUITING,Post-Acute COVID-19 Syndrome,PROCEDURE: Enhanced external counterpulsation,Sheba Medical Center,,ALL,"ADULT, OLDER_ADULT",NA,32,OTHER_GOV,INTERVENTIONAL,4/1/2023,2024-07
NCT05074771,COMPLETED,Post-COVID19|Parkinson Disease,DEVICE: ARC intellicare,Camlin Ltd,Università Politecnica delle Marche,ALL,"ADULT, OLDER_ADULT",NA,31,INDUSTRY,INTERVENTIONAL,3/26/2021,3/30/2022
NCT05148871,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: Spikogen/Covax-19,Vaxine Pty Ltd,Australian Respiratory and Sleep Medicine Institute|Cinnagen,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,200,INDUSTRY,INTERVENTIONAL,3/1/2022,2/25/2024
NCT05085639,UNKNOWN,Covid19|Healthy,BIOLOGICAL: GLS-5130|BIOLOGICAL: Placebo,"GeneOne Life Science, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,INTERVENTIONAL,2021-11,2022-12
NCT04374279,WITHDRAWN,COVID-19|SARS-CoV 2,DRUG: Bicalutamide 150 Mg Oral Tablet,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,INTERVENTIONAL,2021-04,2022-01
NCT04414371,UNKNOWN,Stress|Anxiety|Depression|Resilience|Wellbeing|Mood,OTHER: Yoga,"Rutgers, The State University of New Jersey",Harvard Medical School (HMS and HSDM),ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,INTERVENTIONAL,5/20/2020,12/31/2020
NCT05630339,COMPLETED,Post-COVID-19 Syndrome|Long COVID|Vitamin D Deficiency|Magnesium Deficiency,DIETARY_SUPPLEMENT: Magnesium chloride|DIETARY_SUPPLEMENT: Vitamin D|DIETARY_SUPPLEMENT: Inert placebo,"Coordinación de Investigación en Salud, Mexico",Consejo de Ciencia y Tecnología del Estado de Durango,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER_GOV,INTERVENTIONAL,1/30/2022,9/1/2023
NCT04642339,UNKNOWN,Covid19,BIOLOGICAL: Gam-COVID-Vac|BIOLOGICAL: Placebo,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",Ministerio del Poder Popular para la Salud de la República Bolivariana de Venezuela,ALL,"ADULT, OLDER_ADULT",PHASE3,2000,OTHER,INTERVENTIONAL,2020-11,2021-12
NCT04401579,COMPLETED,COVID-19,OTHER: Placebo|DRUG: Remdesivir|DRUG: Baricitinib,National Institute of Allergy and Infectious Diseases (NIAID),,ALL,"ADULT, OLDER_ADULT",PHASE3,1033,NIH,INTERVENTIONAL,5/8/2020,7/31/2020
NCT05124171,ACTIVE_NOT_RECRUITING,COVID-19|Vaccine Reaction,"BIOLOGICAL: BNT162b2|BIOLOGICAL: CoV2 preS dTM adjuvanted vaccine (D614), Sanofi/GSK|BIOLOGICAL: CoV2 preS dTM adjuvanted vaccine (B.1.351), Sanofi/GSK",Assistance Publique - Hôpitaux de Paris,COVIREIVAC,ALL,"ADULT, OLDER_ADULT",PHASE3,247,OTHER,INTERVENTIONAL,12/8/2021,2022-12
NCT04353271,TERMINATED,Covid 19|Corona Virus Infection,DRUG: Hydroxychloroquine|OTHER: Placebo,University of South Alabama,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,3,OTHER,INTERVENTIONAL,4/17/2020,7/8/2020
NCT05688839,NOT_YET_RECRUITING,Novel COVID-19-Infected Pneumonia,DRUG: Jaktinib hydrochloride tablets|DRUG: placebo,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INDUSTRY,INTERVENTIONAL,2024-04,2025-03
NCT04435379,COMPLETED,"Infection, Respiratory Tract",BIOLOGICAL: VPM1002|BIOLOGICAL: Placebo,Vakzine Projekt Management GmbH,FGK Clinical Research GmbH,ALL,"ADULT, OLDER_ADULT",PHASE3,2038,INDUSTRY,INTERVENTIONAL,6/18/2020,10/12/2021
NCT04977479,COMPLETED,Systemic Allergic Reaction,"BIOLOGICAL: Pfizer-BioNTech COVID-19 Vaccine (Comirnaty)|OTHER: Placebo|BIOLOGICAL: Pfizer-BioNTech COVID-19 Vaccine, Bivalent",National Institute of Allergy and Infectious Diseases (NIAID),,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,20,NIH,INTERVENTIONAL,9/8/2021,2/22/2023
NCT04416139,UNKNOWN,Covid 19,BIOLOGICAL: Infusion IV of Mesenchymal Stem cells,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,,ALL,"ADULT, OLDER_ADULT",PHASE2,10,OTHER,INTERVENTIONAL,5/1/2020,5/1/2021
NCT05193279,WITHDRAWN,COVID-19,"BIOLOGICAL: Candidate vaccine, SCB-2019",Clover Biopharmaceuticals AUS Pty Ltd,,ALL,CHILD,PHASE2|PHASE3,0,INDUSTRY,INTERVENTIONAL,10/5/2022,12/15/2022
NCT04352608,COMPLETED,COVID-19,BIOLOGICAL: Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule|BIOLOGICAL: Two doses of high dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule|BIOLOGICAL: Two doses of placebo at the emergency vaccination schedule|BIOLOGICAL: Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule|BIOLOGICAL: Two doses of high dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule|BIOLOGICAL: Two doses of placebo at the routine vaccination schedule|BIOLOGICAL: Three doses of medium dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule|BIOLOGICAL: Three doses of high dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule|BIOLOGICAL: Three doses of placebo at the emergency vaccination schedule|BIOLOGICAL: Three doses of medium dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule|BIOLOGICAL: Three doses of high dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule|BIOLOGICAL: Three doses of placebo at the routine vaccination schedule,"Sinovac Research and Development Co., Ltd.",,ALL,ADULT,PHASE1|PHASE2,744,INDUSTRY,INTERVENTIONAL,4/16/2020,7/24/2021
NCT04729491,COMPLETED,Covid19,DRUG: Dutasteride 0.5 mg|DRUG: Azithromycin|DRUG: Nitazoxanide|DRUG: Placebo,Corpometria Institute,,MALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,138,OTHER,INTERVENTIONAL,6/30/2020,10/7/2020
NCT04357808,COMPLETED,Covid-19,DRUG: Sarilumab|OTHER: Standar of care,Maria del Rosario Garcia de Vicuña Pinedo,Instituto de Investigación Sanitaria Hospital Universitario de la Princesa,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,4/13/2020,12/4/2020
NCT04802408,RECRUITING,Covid19|SARS-CoV Infection,COMBINATION_PRODUCT: Shampoo and saline|COMBINATION_PRODUCT: Saline and Listerine|COMBINATION_PRODUCT: Shampoo and Listerine|COMBINATION_PRODUCT: Saline and Saline,Milton S. Hershey Medical Center,AXIOM Real Time Metrics|Analytica Ventures LLC,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,200,OTHER,INTERVENTIONAL,10/1/2021,5/30/2025
NCT05160779,UNKNOWN,Sars-CoV-2 Infection,OTHER: Analysis of genetic polymorphisms of vasoactive peptides in COVID-19,Leonardo Paroche de Matos,Prof. Dr. José Antônio Silva Júnior|Msc. Allan Luis Barboza Atum,ALL,"ADULT, OLDER_ADULT",NA,151,OTHER,INTERVENTIONAL,2022-01,2022-02
NCT04402879,UNKNOWN,Severe Acute Respiratory Syndrome Coronavirus 2|COVID-19|Acute Respiratory Distress Syndrome|ARDS|Hypoxemic Respiratory Failure,PROCEDURE: Prone Positioning (PP),University of Calgary,Alberta Health services,ALL,"ADULT, OLDER_ADULT",NA,596,OTHER,INTERVENTIONAL,11/10/2020,6/1/2022
NCT05910879,RECRUITING,Health Behavior|Health Care Utilization|Vaccine Hesitancy,BEHAVIORAL: Self-Affirmation Implementation Intentions (SAII) Intervention|BEHAVIORAL: Promotores de Salud (Health Education),University of Oregon,National Institute on Minority Health and Health Disparities (NIMHD),ALL,"ADULT, OLDER_ADULT",NA,400,OTHER,INTERVENTIONAL,4/22/2023,10/31/2024
NCT05220579,COMPLETED,Coronavirus Infection COVID-19,"DEVICE: Exposure to ""TOR"" device|DEVICE: Exposure to switched off ""TOR"" device",Concern GRANIT,Samara State Medical University,ALL,"ADULT, OLDER_ADULT",NA,236,INDUSTRY,INTERVENTIONAL,12/29/2020,8/12/2021
NCT05002179,COMPLETED,Respiratory Tract Infections|Common Cold,DRUG: Echinaforce Chewable tablets,A. Vogel AG,CONVEX CRO|d.s.h. statistical services GmbH|MediStat Ltd.|Biodome Clinical|Bodimed|PPES lab epigenetic signaling,ALL,"ADULT, OLDER_ADULT",PHASE4,122,INDUSTRY,INTERVENTIONAL,11/20/2020,5/29/2021
NCT05065879,COMPLETED,COVID-19 Pneumonia,BIOLOGICAL: COVAX,China National Biotec Group Company Limited,"Hunan Provincial Center for Disease Control and Prevention|Guizhou Center for Disease Control and Prevention|Center for Disease Control and Prevention, Fujian|Beijing Institute of Biological Products Co Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE4,1440,INDUSTRY,INTERVENTIONAL,10/5/2021,1/5/2022
NCT04969991,TERMINATED,Coronavirus Disease 2019|Disease Caused by Severe Acute Respiratory Syndrome Coronavirus 2,DRUG: Varespladib|DRUG: Placebo,"Ophirex, Inc.",Premier Research Group plc,ALL,"ADULT, OLDER_ADULT",PHASE2,18,INDUSTRY,INTERVENTIONAL,6/30/2021,11/22/2022
NCT05668091,RECRUITING,Long COVID,DRUG: Nirmatrelvir|DRUG: Ritonavir|DRUG: Placebo,Harlan M Krumholz,Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,INTERVENTIONAL,4/14/2023,10/31/2024
NCT04356508,UNKNOWN,"COVID-19|SARS-CoV-2|2019-nCoV|Pneumonia, Viral",DRUG: Nivolumab,Dr Gerry Gin Wai Kwok,The University of Hong Kong,ALL,"ADULT, OLDER_ADULT",PHASE2,15,OTHER,INTERVENTIONAL,4/14/2020,8/31/2021
NCT05855408,NOT_YET_RECRUITING,COVID-19,BIOLOGICAL: Intramuscularly administered Ad5-nCoV vaccine|BIOLOGICAL: Aerosolized Ad5-nCoV|BIOLOGICAL: DelNS1-2019-nCoV-RBD-OPT1|BIOLOGICAL: SYS6006,Jiangsu Province Centers for Disease Control and Prevention,,ALL,"ADULT, OLDER_ADULT",PHASE4,10000,NETWORK,INTERVENTIONAL,5/18/2023,12/31/2024
NCT05787379,NOT_YET_RECRUITING,Post-Acute COVID-19 Syndrome,BEHAVIORAL: Concordant Care Training|BEHAVIORAL: Education Packet Training,VA Office of Research and Development,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,348,FED,INTERVENTIONAL,10/1/2024,9/30/2027
NCT04712279,UNKNOWN,Covid19,DRUG: Ivermectin 0.6mg/kg/day|DRUG: Ivermectin 1.0mg/kg/day|DRUG: Placebo|DRUG: Hydroxychloroquine,Corpometria Institute,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,294,OTHER,INTERVENTIONAL,1/25/2021,4/20/2021
NCT04412291,UNKNOWN,Covid-19,DRUG: Anakinra Prefilled Syringe|DRUG: Tocilizumab Prefilled Syringe|DRUG: Standard-of-care treatment,Karolinska University Hospital,Karolinska Institutet,ALL,"ADULT, OLDER_ADULT",PHASE2,120,OTHER,INTERVENTIONAL,6/11/2020,2021-06
NCT04379479,UNKNOWN,COVID-19|SARS-CoV-2 Infection,DRUG: Dialyzable Leukocyte Extract|DRUG: Placebo oral,"National Polytechnic Institute, Mexico",,ALL,"ADULT, OLDER_ADULT",PHASE2,562,OTHER,INTERVENTIONAL,2020-05,2020-12
NCT04842708,COMPLETED,Covid19,DIAGNOSTIC_TEST: vaccination against COVID19,Scentech Medical Technologies Ltd,,ALL,"ADULT, OLDER_ADULT",NA,43,INDUSTRY,INTERVENTIONAL,12/24/2020,12/24/2021
NCT04385108,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: Blood collection on admission and longitudinally|BIOLOGICAL: Blood collection on their first consultation and 10 to 14 days later,"University Hospital, Toulouse",,ALL,"ADULT, OLDER_ADULT",NA,400,OTHER,INTERVENTIONAL,3/4/2020,1/7/2025
NCT04984408,NOT_YET_RECRUITING,COVID-19 Disease,BIOLOGICAL: BBIBP-CorV - Inactivated SARS-CoV-2 vaccine (Vero cell)|BIOLOGICAL: influenza season quadrivalent Influenza Vaccine (Flu Quadrivalent),International Vaccine Institute,,ALL,"ADULT, OLDER_ADULT",PHASE3,8825,OTHER,INTERVENTIONAL,10/1/2021,9/30/2024
