NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT05234606,WITHDRAWN,Urothelial Carcinoma|Triple Negative Breast Cancer|Non-small Cell Lung Cancer|Squamous Cell Carcinoma of Head and Neck|Hormone Receptor-positive/HER2-negative Breast Cancer,DRUG: SBT6290|DRUG: SBT6290|DRUG: pembrolizumab,Silverback Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,INDUSTRY,INTERVENTIONAL,2022-03,3/31/2022
NCT04333706,RECRUITING,Breast|Metastatic|Triple Negative|Cancer|Disseminated Tumor Cell,DRUG: Capecitabine|COMBINATION_PRODUCT: Sarilumab 150mg or 200 mg plus Capecitabine|COMBINATION_PRODUCT: Sarilumab 150mg plus Capecitabine,University of Southern California,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,65,OTHER,INTERVENTIONAL,9/26/2020,11/3/2026
NCT04816006,NOT_YET_RECRUITING,Breast Cancer|Breast Neoplasms|Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Cancer-related Cognitive Dysfunction,BEHAVIORAL: Aerobic Exercise Training|OTHER: Health Education (Active comparator)|PROCEDURE: Magnetic Resonance Imaging|OTHER: Medical Device Usage and Evaluation,Mayo Clinic,National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",NA,160,OTHER,INTERVENTIONAL,3/1/2024,7/31/2027
NCT05797727,RECRUITING,Breast Cancer|Prostate Cancer,DEVICE: LifeChamps Platform HCP|DEVICE: LifeChamps Platform,Aristotle University Of Thessaloniki,University of Glasgow|Region Stockholm|Hospital Universitario La Fe,ALL,OLDER_ADULT,NA,200,OTHER,INTERVENTIONAL,1/15/2023,10/15/2023
NCT04875806,ACTIVE_NOT_RECRUITING,Advanced or Metastatic Solid Tumors|Ovarian Cancer|Non-small Cell Lung Cancer|Breast Cancer,DRUG: NC762,"NextCure, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,40,INDUSTRY,INTERVENTIONAL,6/30/2021,2024-10
NCT04450706,RECRUITING,HER2-negative Breast Cancer,OTHER: Precision Medicine|OTHER: Physican Decision Making,University of Utah,,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,2/16/2021,2026-08
NCT06126406,RECRUITING,Gastric Cancer|Colon Cancer|Rectal Cancer|Breast Cancer|Lung Cancer|Esophagus Cancer|Cholangiocarcinoma|Pancreas Cancer,BIOLOGICAL: CEA-targeted CAR-T cells|BIOLOGICAL: CEA-targeted CAR-T cells,"Chongqing Precision Biotech Co., Ltd",First Affiliated Hospital of Wannan Medical College,ALL,"ADULT, OLDER_ADULT",PHASE1,60,INDUSTRY,INTERVENTIONAL,11/6/2023,12/31/2026
NCT05186727,COMPLETED,Genetic Predisposition to Disease,OTHER: Family History education|OTHER: Patient Ambassador,State University of New York at Buffalo,,FEMALE,"ADULT, OLDER_ADULT",NA,196,OTHER,INTERVENTIONAL,4/1/2021,9/30/2022
NCT04837209,RECRUITING,Breast Cancer|Triple Negative Breast Cancer,DRUG: Niraparib|DRUG: Dostarlimab|RADIATION: Radiation therapy,Massachusetts General Hospital,Sibley Memorial Hospital|Duke University|University of Pennsylvania,ALL,"ADULT, OLDER_ADULT",PHASE2,32,OTHER,INTERVENTIONAL,7/21/2021,12/1/2029
NCT04639609,COMPLETED,Breast Cancer,OTHER: Characterization of Neuromuscular Function and Fatigue,Institut de cancÃ©rologie Strasbourg Europe,"UR 3072 - Mitochondrie, Stress oxydant et Protection musculaire",FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,9/29/2020,9/6/2021
NCT04674306,RECRUITING,Pathologic Stage IIA-IIIC Triple-Negative Breast Cancer|TNBC - Triple-Negative Breast Cancer|Residual Disease,BIOLOGICAL: Î±-lactalbumin vaccine|BIOLOGICAL: Zymosan,George T. Budd,"United States Department of Defense|Anixa Biosciences, Inc.",ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,45,OTHER,INTERVENTIONAL,10/1/2021,9/1/2024
NCT05889871,NOT_YET_RECRUITING,HR+/HER2-breast Cancer,DRUG: Standard endocrine therapy plus Apatinib,Fudan University,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,916,OTHER,INTERVENTIONAL,6/1/2023,6/1/2026
NCT06152471,RECRUITING,Early-stage Breast Cancer|Diarrhea|Adverse Drug Event,DRUG: SPC-flakes|DRUG: Salovum|DRUG: Placebo,Henrik Lindman,,ALL,"ADULT, OLDER_ADULT",PHASE3,100,OTHER,INTERVENTIONAL,6/7/2023,3/31/2025
NCT05848739,RECRUITING,"Breast Cancer Metastatic|Pancreatic Cancer|NSCLC, Metastatic|Synovial Sarcoma|Colon Cancer|Metastatic Colon Cancer|Melanoma Recurrent|Metastatic Skin Cancer|Melanoma Stage IV|Triple Negative Breast Cancer|TNBC - Triple-Negative Breast Cancer|Cholangiocarcinoma|Ovarian Cancer|Metastatic Melanoma|Hepatocellular Carcinoma",DRUG: ST316,Sapience Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE1,156,INDUSTRY,INTERVENTIONAL,6/5/2023,5/31/2027
NCT02850939,ACTIVE_NOT_RECRUITING,Breast Cancer,BEHAVIORAL: Mobile phone app + patient navigation,The University of Texas Health Science Center at San Antonio,,FEMALE,"ADULT, OLDER_ADULT",NA,108,OTHER,INTERVENTIONAL,5/3/2021,2025-06
NCT04778839,RECRUITING,Advanced Solid Tumors,DRUG: Paclitaxel Micelles for Injection|DRUG: Paclitaxel injection,First Affiliated Hospital of Zhejiang University,"Hangzhou Dihua Biotechnology Co., LTD.",ALL,"ADULT, OLDER_ADULT",PHASE1,98,OTHER,INTERVENTIONAL,3/4/2021,3/1/2023
NCT05610579,COMPLETED,"Lymphedema, Breast Cancer",OTHER: Remedial exercise|OTHER: Compression bandage,Hacettepe University,,FEMALE,"ADULT, OLDER_ADULT",NA,34,OTHER,INTERVENTIONAL,11/14/2022,2/28/2023
NCT04612439,UNKNOWN,Breast Cancer,DEVICE: VABB Elite 10G|DEVICE: BARD 14G CNB,Fudan University,,ALL,"ADULT, OLDER_ADULT",PHASE3,1470,OTHER,INTERVENTIONAL,11/1/2020,6/30/2022
NCT06038539,NOT_YET_RECRUITING,HR Negative HER2 Positive Early Breast Cancer or Locally Advanced Breast Cancer Patients,"BIOLOGICAL: PERT-IJS plus trastuzumab, carboplatin and docetaxel|BIOLOGICAL: Perjeta plus trastuzumab, carboplatin and docetaxel",Biocon Biologics UK Ltd,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,382,INDUSTRY,INTERVENTIONAL,3/15/2024,11/15/2026
NCT04478279,RECRUITING,Glioblastoma|Melanoma Stage IV|Breast Cancer|Prostate Cancer|Glioblastoma Multiforme|GBM|Brain Cancer|Metastatic Breast Cancer|Metastatic Melanoma|Metastatic Prostate Cancer|Melanoma Recurrent|Prostate Cancer Metastatic|Recurrent Glioblastoma|Newly Diagnosed Glioblastoma,DRUG: ST101|DRUG: Temozolomide|RADIATION: Radiation,Sapience Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,162,INDUSTRY,INTERVENTIONAL,7/1/2020,2025-12
NCT04320979,RECRUITING,Breast Cancer,RADIATION: internal mammary nodal irradiation|RADIATION: no internal mammary nodal irradiation,Chinese Academy of Medical Sciences,"Hebei Medical University Fourth Hospital|Shanghai Zhongshan Hospital|Zhejiang Cancer Hospital|Beijing Hospital|Liaoning Tumor Hospital & Institute|Jilin Provincial Tumor Hospital|Shanxi Province Cancer Hospital|Tangshan People's Hospital|China-Japan Union Hospital, Jilin University|The First Hospital of Jilin University|West China Hospital|Peking Union Medical College Hospital|Anyang Tumor Hospital|Guizhou people's Hospital|Henan Cancer Hospital|Wuhan University|Peking University Cancer Hospital & Institute|Fudan University|Taizhou Hospital of Zhejiang Province affiliated to Wenzhou Medical University|Air Force Military Medical University, China|Shanxi Dayi Hospital|First Affiliated Hospital Xi'an Jiaotong University|Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University|Chinese Academy of Medical Sciences, Fuwai Hospital",FEMALE,"ADULT, OLDER_ADULT",PHASE3,2000,OTHER,INTERVENTIONAL,5/8/2020,2024-05
NCT04109079,RECRUITING,"Breast Cancer|Sentinel Lymph Node|Neoplasm, Breast",PROCEDURE: Axillary lymph node dissection|RADIATION: Axillary radiotherapy|RADIATION: Breast or chest wall radiotherapy,University Hospitals of Derby and Burton NHS Foundation Trust,,ALL,"ADULT, OLDER_ADULT",NA,1900,OTHER,INTERVENTIONAL,2/26/2021,2/28/2030
NCT04086771,ACTIVE_NOT_RECRUITING,Breast Cancer|Cervical Cancer,BEHAVIORAL: Navigation|OTHER: Information only,Ohio State University,"University of South Florida|American Cancer Society, Inc.",FEMALE,"ADULT, OLDER_ADULT",NA,540,OTHER,INTERVENTIONAL,10/16/2020,2024-12
NCT04690439,RECRUITING,Breast Cancer|Breast Cancer Related Lymphedema|Lymphedema of Upper Arm,DEVICE: Photobiomodulation therapy (PBMT)|PROCEDURE: Manual Lymphatic drainage,Jessa Hospital,Hasselt University,FEMALE,"ADULT, OLDER_ADULT",NA,104,OTHER,INTERVENTIONAL,2/22/2021,2028-02
NCT06222879,NOT_YET_RECRUITING,Breast Cancer,DRUG: HRS-8080; SHR-A1811|DRUG: HRS-8080; SHR-A2009|DRUG: SHR-A2009; SHR-1316,"Shandong Suncadia Medicine Co., Ltd.",,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,350,INDUSTRY,INTERVENTIONAL,2024-01,10/31/2026
NCT05489679,TERMINATED,Breast Cancer,DRUG: AC682,Accutar Biotechnology Inc,,FEMALE,"ADULT, OLDER_ADULT",PHASE1,6,INDUSTRY,INTERVENTIONAL,10/1/2022,9/28/2023
NCT05768139,RECRUITING,"Breast Cancer|Gynecologic Cancer|HNSCC|Solid Tumors, Adult",DRUG: STX-478|DRUG: Fulvestrant,"Scorpion Therapeutics, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,220,INDUSTRY,INTERVENTIONAL,4/17/2023,6/1/2026
NCT03979339,UNKNOWN,HER2-positive Metastatic Breast Cancer|Ovarian Cancer|Hormone-resistant Prostate Cancer|Circulating Tumor Cell,PROCEDURE: Blood sample collection,Centre Oscar Lambret,,ALL,"ADULT, OLDER_ADULT",NA,76,OTHER,INTERVENTIONAL,3/11/2020,2023-12
NCT04809779,NOT_YET_RECRUITING,Triple Negative Breast Cancer,DRUG: Sintilimab,"First Affiliated Hospital, Sun Yat-Sen University",,FEMALE,ADULT,PHASE2,49,OTHER,INTERVENTIONAL,2021-03,2024-03
NCT05449691,RECRUITING,Breast Cancer,PROCEDURE: One-stage immediate breast reconstruction,University Hospitals of Derby and Burton NHS Foundation Trust,,FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL,11/2/2023,4/30/2026
NCT04301739,NOT_YET_RECRUITING,Triple Negative Breast Cancer,"DRUG: HLX10|DRUG: nab-paclitaxel, carboplatin, doxorubicin or epirubicin and cyclophosphamide|DRUG: Placebo",Shanghai Henlius Biotech,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,522,INDUSTRY,INTERVENTIONAL,4/17/2020,4/9/2027
NCT06112379,RECRUITING,Breast Cancer,DRUG: Dato-DXd|DRUG: Durvalumab|DRUG: Pembrolizumab|DRUG: Doxorubicin|DRUG: Epirubicin|DRUG: Cyclophosphamide|DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Capecitabine|DRUG: Olaparib,AstraZeneca,Daiichi Sankyo,ALL,"ADULT, OLDER_ADULT",PHASE3,1728,INDUSTRY,INTERVENTIONAL,11/14/2023,8/28/2030
NCT06127979,RECRUITING,Breast Cancer,PROCEDURE: core needle biopsy|OTHER: blood draw,Memorial Sloan Kettering Cancer Center,,FEMALE,"ADULT, OLDER_ADULT",NA,42,OTHER,INTERVENTIONAL,11/6/2023,2028-11
NCT05522491,NOT_YET_RECRUITING,Solid Tumor,DRUG: Olaparib,Hebei Medical University Fourth Hospital,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,9/1/2022,9/1/2024
NCT04081779,ENROLLING_BY_INVITATION,Breast Carcinoma|Colorectal Carcinoma|Lung Carcinoma|Lymphoma|Prostate Carcinoma,OTHER: Survivorship Care Plan|OTHER: Educational Intervention|OTHER: Questionnaire Administration,Fred Hutchinson Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,INTERVENTIONAL,2/19/2020,12/31/2025
NCT03975179,RECRUITING,Breast Cancer,PROCEDURE: Omission of intraoperative frozen section biopsy for margin status|PROCEDURE: Frozen section biopsy for margin status,Samsung Medical Center,Korean Breast Cancer Study Group,FEMALE,"ADULT, OLDER_ADULT",NA,1292,OTHER,INTERVENTIONAL,9/24/2020,2026-06
NCT05560308,NOT_YET_RECRUITING,HER2+ Advanced Breast Cancer Patients Progressing on TKI Therapy,DRUG: Trastuzumab Emtansine for Injection|DRUG: Pyrotinib Maleate Tablets,Tianjin Medical University Cancer Institute and Hospital,,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL,9/30/2022,8/23/2025
NCT05115279,RECRUITING,Safety of Excision the New Tumor Size,PROCEDURE: breast conservative surgery for post chemotherapy tumour size,Assiut University,,FEMALE,ADULT,NA,1,OTHER,INTERVENTIONAL,6/1/2021,12/1/2024
NCT05150691,RECRUITING,HER2-positive Advanced Solid Tumor,BIOLOGICAL: DB-1303|DRUG: Pertuzumab Injection|DRUG: Ritonavir|DRUG: Itraconazole,DualityBio Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,631,INDUSTRY,INTERVENTIONAL,1/31/2022,2025-10
NCT05076591,RECRUITING,Advanced Solid Tumor|Advanced Breast Cancer|Advanced Gastric Cancer,DRUG: IMM2902,ImmuneOnco Biopharmaceuticals (Shanghai) Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE1,135,OTHER,INTERVENTIONAL,6/20/2022,2024-12
NCT05859971,RECRUITING,Breast Cancer,DRUG: SLN mapping using technetium-99m +/- isosulfan blue dye|DEVICE: SLN mapping with ICG fluorescence using the Asimov Platform,"University of Wisconsin, Madison",OnLume Inc.|National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,10,OTHER,INTERVENTIONAL,4/13/2023,2024-03
NCT06247449,RECRUITING,Breast Cancer,DIAGNOSTIC_TEST: Brain imaging|DIAGNOSTIC_TEST: Analysis of circulating tumor DNA|BEHAVIORAL: Testing Morbidities Index,Sunnybrook Health Sciences Centre,"Princess Margaret Hospital, Canada|MOUNT SINAI HOSPITAL|Trillium Health Partners",ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,11/29/2023,6/1/2028
NCT04795349,UNKNOWN,Breast Cancer,PROCEDURE: Vacuum-assisted breast biopsy,"Clinica Universidad de Navarra, Universidad de Navarra",,FEMALE,"ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,12/1/2020,2022-12
NCT05629949,ACTIVE_NOT_RECRUITING,Breast Cancer,DRUG: QL1701|DRUG: HerceptinÂ®|DRUG: Docetaxel,"Qilu Pharmaceutical Co., Ltd.",,FEMALE,"ADULT, OLDER_ADULT",PHASE3,474,INDUSTRY,INTERVENTIONAL,4/29/2020,2023-10
NCT05226663,RECRUITING,Breast Carcinoma,PROCEDURE: Computed Tomography|RADIATION: Fluorine F 18 Fluorthanatrace|PROCEDURE: Positron Emission Tomography,M.D. Anderson Cancer Center,"National Cancer Institute (NCI)|Trevarx Biomedical, Inc",ALL,"ADULT, OLDER_ADULT",PHASE2,36,OTHER,INTERVENTIONAL,2/27/2023,8/20/2026
NCT05307705,RECRUITING,Breast Cancer,"DRUG: LOXO-783|DRUG: Fulvestrant|DRUG: Imlunestrant|DRUG: Abemaciclib|DRUG: Anastrozole, Exemestane, or Letrozole|DRUG: Paclitaxel",Eli Lilly and Company,"Loxo Oncology, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE1,400,INDUSTRY,INTERVENTIONAL,5/11/2022,2025-05
NCT05193149,RECRUITING,Cancer Survivors|Obesity|Breast Cancer,BEHAVIORAL: Inspiratory muscle training|BEHAVIORAL: Exercise training,Ohio State University Comprehensive Cancer Center,,FEMALE,"ADULT, OLDER_ADULT",NA,78,OTHER,INTERVENTIONAL,11/13/2023,6/30/2029
NCT05451849,ACTIVE_NOT_RECRUITING,"Mesothelioma|Mesotheliomas Pleural|Mesothelioma, Malignant|Mesothelioma Peritoneum|Ovarian Cancer|Ovarian Serous Adenocarcinoma|Pancreatic Cancer|Pancreatic Adenocarcinoma|Colorectal Cancer|Triple Negative Breast Cancer|TNBC - Triple-Negative Breast Cancer|Ovarian Adenocarcinoma|Pancreatic Neoplasms|Colorectal Neoplasms|Ovarian Neoplasms|Cholangiocarcinoma|Non Small Cell Lung Cancer",BIOLOGICAL: TC-510|DRUG: Fludarabine|DRUG: Cyclophosphamide,TCR2 Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,6,INDUSTRY,INTERVENTIONAL,6/21/2022,2027-12
NCT05447949,COMPLETED,Breast Cancer|Post Operative Pain,PROCEDURE: Adjuncts to levobupivacaine in Erector Spinae Plane Block,"National Cancer Institute, Egypt",,FEMALE,"ADULT, OLDER_ADULT",NA,90,OTHER,INTERVENTIONAL,12/15/2020,3/15/2022
NCT05298605,RECRUITING,"Breast Cancer Female|Health Knowledge, Attitudes, Practice|Cancer Screening|Health Disparities",BEHAVIORAL: Faith in Action! Church-based Navigation Model|OTHER: Control,Cedars-Sinai Medical Center,California Breast Cancer Research Program,FEMALE,"ADULT, OLDER_ADULT",NA,320,OTHER,INTERVENTIONAL,7/16/2022,12/1/2024
NCT04577963,ACTIVE_NOT_RECRUITING,"Triple Negative Breast Cancer|Endometrial Cancer|Solid Tumor, Unspecified, Adult|Colorectal Cancer",DRUG: Fruquintinib|DRUG: Tislelizumab,Hutchison Medipharma Limited,BeiGene,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,112,INDUSTRY,INTERVENTIONAL,8/9/2021,2024-11
NCT04481763,RECRUITING,Triple-Negative Breast Cancer,DRUG: Camrelizumab|RADIATION: radiotherapy,Jiangxi Provincial Cancer Hospital,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,20,OTHER,INTERVENTIONAL,7/14/2020,10/1/2026
NCT05754749,RECRUITING,Breast Cancer,DRUG: Iohexol 350 Mg/mL Injectable Solution,UNC Lineberger Comprehensive Cancer Center,,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,20,OTHER,INTERVENTIONAL,3/13/2023,2024-10
NCT05607849,NOT_YET_RECRUITING,Breast Cancer,"OTHER: Leaflet ""decidons ensemble"" (making a decision together)",Nantes University Hospital,"National Cancer Institute, France",FEMALE,"ADULT, OLDER_ADULT",NA,66000,OTHER,INTERVENTIONAL,1/1/2023,1/1/2025
NCT05276505,COMPLETED,"Patient Relations, Nurse|Patient Satisfaction|Anxiety State|Breast Cancer",OTHER: Lavender Aromatherapy Tablet,Acibadem University,,FEMALE,"ADULT, OLDER_ADULT",NA,135,OTHER,INTERVENTIONAL,7/1/2021,3/1/2023
NCT03934905,RECRUITING,Anthracycline Related Cardiotoxicity in Breast Cancer,DRUG: sulforaphane|DRUG: Placebo Oral Tablet,Texas Tech University Health Sciences Center,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,70,OTHER,INTERVENTIONAL,6/1/2022,6/1/2026
NCT05071105,RECRUITING,Breast Neoplasm Female,RADIATION: Stereotactic Body Radiation Therapy,University of Rome Tor Vergata,,FEMALE,OLDER_ADULT,NA,30,OTHER,INTERVENTIONAL,1/1/2021,2023-11
NCT04270149,RECRUITING,Breast Cancer,BIOLOGICAL: ESR1 peptide vaccine,Herbert Lyerly,,ALL,"ADULT, OLDER_ADULT",PHASE1,18,OTHER,INTERVENTIONAL,9/1/2020,2/1/2026
NCT05584163,RECRUITING,Breast Cancer,DEVICE: Extracorporeal shock waves,Ewha Womans University Mokdong Hospital,,FEMALE,"ADULT, OLDER_ADULT",NA,72,OTHER,INTERVENTIONAL,10/1/2020,2023-06
NCT05759949,RECRUITING,"PIK3CA Mutation|Solid Tumor, Adult|HER2-negative Breast Cancer|Breast Cancer|Metastatic Breast Cancer|Advanced Breast Cancer|Unresectable Solid Tumor|Hormone Receptor Positive Tumor",DRUG: RLY-5836|DRUG: Fulvestrant|DRUG: Palbociclib|DRUG: Ribociclib|DRUG: Abemaciclib,"Relay Therapeutics, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1,265,INDUSTRY,INTERVENTIONAL,3/29/2023,1/13/2026
NCT04266249,RECRUITING,Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Invasive Breast Carcinoma|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8,DRUG: Docetaxel|PROCEDURE: Lumpectomy|PROCEDURE: Mastectomy|DRUG: Nab-paclitaxel|DRUG: Paclitaxel|BIOLOGICAL: Pertuzumab|RADIATION: Radiation Therapy|BIOLOGICAL: Trastuzumab|BIOLOGICAL: Trastuzumab Emtansine,ECOG-ACRIN Cancer Research Group,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,2156,NETWORK,INTERVENTIONAL,3/13/2020,12/31/2038
NCT00455039,WITHDRAWN,Breast Cancer,DRUG: GW572016,University of New Mexico,,FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,INTERVENTIONAL,7/31/2023,7/31/2023
NCT05806671,NOT_YET_RECRUITING,Breast Cancer,DRUG: Dalpiciclib|DRUG: Pyrotinib|DRUG: Fulvestrant,Tianjin Medical University Cancer Institute and Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,2023-05,2025-12
NCT06238479,NOT_YET_RECRUITING,Metastatic Solid Tumor|Recurrent Solid Tumor|Advanced Solid Tumor|Urinary Bladder Neoplasm|Triple Negative Breast Cancer|Non-small Cell Lung Cancer|Esophageal Cancer|Pancreatic Cancer|Ovarian Cancer|Cervical Cancer|Head and Neck Squamous Cell Carcinoma|Prostate Cancer|Renal Pelvis Cancer|Bladder Cancer,DRUG: LY4101174,Eli Lilly and Company,"Loxo Oncology, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE1,280,INDUSTRY,INTERVENTIONAL,2/29/2024,3/4/2027
NCT04540471,UNKNOWN,"Music Therapy, Breast Cancer, Anxiety, Fatigue",OTHER: music|OTHER: comprehensive in-patient education program,Chang Gung Memorial Hospital,,ALL,"ADULT, OLDER_ADULT",NA,130,OTHER,INTERVENTIONAL,9/1/2020,12/31/2020
NCT05483439,RECRUITING,Stage II-III Breast Cancer,"DRUG: cytotoxic chemotherapy (docetaxel or epirubicin or cyclophosphamide or carboplatin)|DRUG: anti-Her2 monoclonal antibody (Trastuzumab, Pertuzumab)|DRUG: traditional herbal medicine",Shengjing Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,INTERVENTIONAL,10/20/2021,7/1/2023
NCT04435639,UNKNOWN,Lymphedema of Upper Arm,OTHER: Manual lymph drainage.|PROCEDURE: Coban compression bandage..|DEVICE: Adjustable Compression Sleeve,"Institute of Technology, Sligo",Sligo General Hospital,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,10/30/2020,1/31/2022
NCT04330339,COMPLETED,Fasting|Breast Cancer|Survivorship|Breast Cancer Recurrent,BEHAVIORAL: Fasting,Massachusetts General Hospital,Kully Family Foundation,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,7/24/2020,7/5/2022
NCT04803539,RECRUITING,Breast Cancer,DRUG: capecitabine|DRUG: capecitabine + camrelizumab + apatinib,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,"Jiangsu HengRui Medicine Co., Ltd.",FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,260,OTHER,INTERVENTIONAL,4/1/2021,9/1/2033
NCT05675579,RECRUITING,Breast Cancer,DRUG: Sacituzumab Govitecan|DRUG: Pembrolizumab,M.D. Anderson Cancer Center,Gilead Sciences,ALL,"ADULT, OLDER_ADULT",PHASE2,25,OTHER,INTERVENTIONAL,5/23/2023,3/29/2024
NCT04960839,RECRUITING,Breast Cancer,RADIATION: Prophylactic contralateral breast irradiation,"Second Affiliated Hospital, School of Medicine, Zhejiang University",,FEMALE,"ADULT, OLDER_ADULT",NA,323,OTHER,INTERVENTIONAL,1/1/2023,12/1/2029
NCT05314179,RECRUITING,Metastatic Breast Cancer,BEHAVIORAL: DOULA-AC 1,University of Pittsburgh,,FEMALE,"ADULT, OLDER_ADULT",NA,5,OTHER,INTERVENTIONAL,3/13/2022,2024-06
NCT05427071,RECRUITING,Breast Neoplasm|Chemotherapy Effect,DEVICE: Magnetic seed localization,The University of Hong Kong,Endomagnetics Ltd.,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,10/15/2020,12/31/2028
NCT05957939,NOT_YET_RECRUITING,TNBC - Triple-Negative Breast Cancer,DRUG: Alkaline Glucosodiene Molecules,"Ministry of Health, Saudi Arabia",Maher M.akl,FEMALE,ADULT,PHASE1,2,OTHER_GOV,INTERVENTIONAL,1/1/2024,12/31/2024
NCT04762979,RECRUITING,Hormone Receptor Positive Breast Carcinoma|HER2-negative Breast Cancer|PIK3CA Mutant Metastatic Breast Cancer,DRUG: Alpelisib|DRUG: Fulvestrant|DRUG: Aromatase inhibitor,Marina N Sharifi,"Novartis|University of Wisconsin, Madison",ALL,"ADULT, OLDER_ADULT",PHASE2,44,OTHER,INTERVENTIONAL,2/12/2021,2025-01
NCT05927779,RECRUITING,"ER+, HER2- Advanced Breast Cancer|Metastatic Breast Cancer",DRUG: TFX06 tablet,"Shenzhen Yangli Pharmaceutical Technology Co., Ltd",,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,74,INDUSTRY,INTERVENTIONAL,4/17/2023,4/30/2025
NCT04986579,RECRUITING,Metastatic Breast Cancer|Chemotherapy-induced Alopecia,DEVICE: Paxman Scalp Cooling System|DRUG: Eribulin|DRUG: Sacituzumab govitecan|DRUG: Trastuzumab deruxtecan,Dana-Farber Cancer Institute,Paxman Coolers Limited|AstraZeneca|Eisai Inc.|Daiichi Sankyo|Gilead Sciences,ALL,"ADULT, OLDER_ADULT",PHASE2,120,OTHER,INTERVENTIONAL,10/7/2021,6/1/2026
